,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num,Devolucoes
1159,Andrew,Carvalhal,15/12/1988,Fortaleza,Casaco,2018-12-06,43,300,12900,Junho,12,6
1246,Patricia,Camara,21/11/1990,Curitiba,Bermuda,2018-12-22,43,25,1075,Dezembro,12,3
1247,Maryanna,Correa,30/09/1988,Salvador,Casaco,2018-12-22,12,25,300,Dezembro,12,4
1239,Izabel,Milagre,31/10/1988,Brasilia,Camiseta,2018-12-22,109,150,16350,Dezembro,12,8
1240,Eduarda,Figueiredo,16/12/1986,Salvador,Vestido,2018-12-22,39,200,7800,Dezembro,12,3
1244,Maryanna,Correa,26/01/1991,Curitiba,Jaqueta,2018-12-22,71,30,2130,Dezembro,12,4
1243,Maryanna,Correa,13/06/1990,Salvador,Vestido,2018-12-22,45,55,2475,Dezembro,12,2
1242,Maryanna,Correa,15/06/1988,Sao Paulo,Sapato,2018-12-22,33,110,3630,Dezembro,12,5
1241,Emanuella,Fialho,23/10/1989,Brasilia,Vestido,2018-12-22,63,75,4725,Dezembro,12,6
1245,Iago,Bensdorp,10/06/1993,Brasilia,Vestido,2018-12-22,6,190,1140,Dezembro,12,3
1160,Maryanna,Correa,04/05/1991,Brasilia,Short,2018-12-06,98,85,8330,Junho,12,6
1166,Emanuella,Fialho,23/04/1991,Sao Paulo,Sapato,2018-12-06,29,30,870,Junho,12,2
1162,Joyce,Ribas,12/09/1988,Sao Paulo,Vestido,2018-12-06,58,55,3190,Junho,12,5
1165,Emanuella,Fialho,12/11/1989,Curitiba,Bermuda,2018-12-06,5,200,1000,Junho,12,5
1164,Izabel,Milagre,26/02/1987,Rio de Janeiro,Casaco,2018-12-06,76,30,2280,Junho,12,1
1163,Izabel,Milagre,04/12/1993,Brasilia,Short,2018-12-06,102,25,2550,Junho,12,8
1155,Iago,Bensdorp,24/07/1989,Porto Alegre,Sapato,2018-12-05,29,250,7250,Maio,12,8
1156,Izabel,Milagre,03/05/1991,Rio de Janeiro,Vestido,2018-12-05,51,30,1530,Maio,12,3
1157,Elizeu,Barros,14/10/1989,Salvador,Casaco,2018-12-05,4,30,120,Maio,12,1
1154,Eduarda,Figueiredo,05/10/1986,Fortaleza,Vestido,2018-12-04,13,30,390,Abril,12,6
1153,Tayna,Coimbra,24/01/1990,Salvador,Casaco,2018-12-04,10,200,2000,Abril,12,1
1152,Breno,Amaral,16/11/1987,Sao Paulo,Chinelo,2018-12-04,87,150,13050,Abril,12,2
1149,Andrew,Carvalhal,22/04/1990,Fortaleza,Camiseta,2018-12-03,119,75,8925,Marco,12,2
1285,Eduarda,Figueiredo,06/05/1992,Salvador,Sapato,2018-12-31,31,30,930,Dezembro,12,4
